inst#,actual,predicted,error,prediction
1479,37:114,24:101,+,0.122
1480,37:114,24:101,+,0.142
1481,37:114,24:101,+,0.133
1482,37:114,24:101,+,0.118
1483,37:114,24:101,+,0.139
1484,37:114,24:101,+,0.176
1485,37:114,24:101,+,0.114
1486,37:114,24:101,+,0.16
1487,37:114,24:101,+,0.14
1488,37:114,24:101,+,0.144
1489,37:114,24:101,+,0.108
1490,37:114,24:101,+,0.138
1491,37:114,24:101,+,0.136
1492,37:114,24:101,+,0.125
1493,37:114,24:101,+,0.142
1494,37:114,24:101,+,0.146
1495,37:114,24:101,+,0.111
1496,37:114,24:101,+,0.185
1497,37:114,24:101,+,0.102
1498,37:114,24:101,+,0.132
1499,37:114,24:101,+,0.146
1500,37:114,24:101,+,0.129
1501,37:114,24:101,+,0.088
1502,37:114,24:101,+,0.115
1503,37:114,24:101,+,0.119
1504,37:114,24:101,+,0.129
1505,37:114,24:101,+,0.168
1506,37:114,24:101,+,0.14
1507,37:114,24:101,+,0.113
1508,37:114,24:101,+,0.126
1509,37:114,24:101,+,0.146
1510,37:114,24:101,+,0.137
1511,37:114,24:101,+,0.123
1512,37:114,24:101,+,0.137
1513,37:114,24:101,+,0.118
1514,37:114,24:101,+,0.147
1515,37:114,24:101,+,0.127
1516,37:114,24:101,+,0.108
1517,37:114,24:101,+,0.101
1518,37:114,24:101,+,0.138
1519,37:114,24:101,+,0.096
1520,37:114,24:101,+,0.145
1521,37:114,24:101,+,0.127
1522,37:114,24:101,+,0.12
1523,37:114,24:101,+,0.091
1524,37:114,24:101,+,0.119
1525,37:114,24:101,+,0.142
1526,37:114,24:101,+,0.127
1527,37:114,24:101,+,0.144
1528,37:114,24:101,+,0.128
1529,30:107,24:101,+,0.118
1530,30:107,24:101,+,0.12
1531,30:107,24:101,+,0.091
1532,30:107,24:101,+,0.095
1533,30:107,24:101,+,0.131
1534,30:107,24:101,+,0.089
1535,30:107,24:101,+,0.145
1536,30:107,24:101,+,0.133
1537,30:107,24:101,+,0.125
1538,27:104,24:101,+,0.086
1539,27:104,24:101,+,0.065
1540,27:104,24:101,+,0.128
1541,27:104,24:101,+,0.12
1542,27:104,24:101,+,0.101
1543,27:104,24:101,+,0.1
1544,27:104,18:60,+,0.075
1545,27:104,24:101,+,0.128
1546,27:104,24:101,+,0.158
1547,27:104,24:101,+,0.131
1548,27:104,24:101,+,0.145
1549,27:104,24:101,+,0.127
1550,27:104,24:101,+,0.152
1551,27:104,24:101,+,0.132
1552,27:104,24:101,+,0.114
1553,27:104,24:101,+,0.148
1554,27:104,24:101,+,0.154
1555,27:104,24:101,+,0.133
1556,27:104,24:101,+,0.077
1557,27:104,24:101,+,0.119
1558,27:104,24:101,+,0.1
1559,27:104,24:101,+,0.135
1560,27:104,24:101,+,0.184
1561,27:104,24:101,+,0.124
1562,27:104,18:60,+,0.132
1563,11:51,24:101,+,0.113
1564,11:51,24:101,+,0.087
1565,11:51,24:101,+,0.099
1566,11:51,24:101,+,0.088
1567,11:51,24:101,+,0.108
1568,11:51,24:101,+,0.122
1569,11:51,24:101,+,0.088
1570,11:51,24:101,+,0.098
1571,11:51,24:101,+,0.083
1572,11:51,24:101,+,0.094
1573,11:51,24:101,+,0.106
1574,11:51,24:101,+,0.116
1575,11:51,24:101,+,0.097
1576,11:51,24:101,+,0.111
1577,11:51,24:101,+,0.141
1578,11:51,24:101,+,0.098
1579,11:51,24:101,+,0.085
1580,11:51,11:51,,0.101
1581,17:57,24:101,+,0.078
1582,17:57,24:101,+,0.089
1583,17:57,24:101,+,0.124
1584,17:57,24:101,+,0.098
1585,17:57,24:101,+,0.094
1586,17:57,24:101,+,0.125
1587,17:57,24:101,+,0.114
1588,17:57,24:101,+,0.118
1589,17:57,24:101,+,0.072
1590,17:57,24:101,+,0.08
1591,17:57,24:101,+,0.155
1592,17:57,24:101,+,0.104
1593,17:57,24:101,+,0.14
1594,17:57,24:101,+,0.114
1595,17:57,24:101,+,0.06
1596,17:57,8:48,+,0.158
1597,17:57,24:101,+,0.126
1598,17:57,24:101,+,0.075
1599,17:57,24:101,+,0.116
1600,33:110,24:101,+,0.145
1601,33:110,24:101,+,0.145
1602,33:110,24:101,+,0.14
1603,33:110,24:101,+,0.123
1604,33:110,24:101,+,0.119
1605,33:110,24:101,+,0.151
1606,33:110,24:101,+,0.128
1607,33:110,24:101,+,0.1
1608,33:110,24:101,+,0.146
1609,33:110,24:101,+,0.136
1610,33:110,24:101,+,0.11
1611,33:110,24:101,+,0.121
1612,33:110,24:101,+,0.123
1613,33:110,24:101,+,0.13
1614,33:110,24:101,+,0.117
1615,33:110,24:101,+,0.101
1616,33:110,24:101,+,0.117
1617,33:110,24:101,+,0.12
1618,33:110,24:101,+,0.13
1619,33:110,24:101,+,0.103
1620,33:110,24:101,+,0.134
1621,33:110,24:101,+,0.147
1622,33:110,24:101,+,0.138
1623,33:110,24:101,+,0.148
1624,33:110,24:101,+,0.135
1625,33:110,24:101,+,0.1
1626,33:110,24:101,+,0.119
1627,33:110,24:101,+,0.167
1628,33:110,24:101,+,0.123
1629,33:110,24:101,+,0.146
1630,33:110,24:101,+,0.152
1631,33:110,24:101,+,0.107
1632,33:110,24:101,+,0.117
1633,33:110,24:101,+,0.128
1634,33:110,18:60,+,0.185
1635,33:110,24:101,+,0.122
1636,33:110,24:101,+,0.139
1637,33:110,24:101,+,0.137
1638,33:110,24:101,+,0.136
1639,33:110,24:101,+,0.123
1640,33:110,24:101,+,0.141
1641,33:110,24:101,+,0.142
1642,33:110,24:101,+,0.124
1643,33:110,24:101,+,0.122
1644,33:110,24:101,+,0.12
1645,33:110,24:101,+,0.116
1646,33:110,24:101,+,0.125
1647,33:110,15:55,+,0.104
1648,33:110,24:101,+,0.112
1649,33:110,24:101,+,0.139
1650,33:110,24:101,+,0.118
1651,33:110,24:101,+,0.149
1652,33:110,24:101,+,0.143
1653,33:110,24:101,+,0.122
1654,33:110,24:101,+,0.141
1655,33:110,24:101,+,0.092
1656,33:110,24:101,+,0.12
1657,33:110,24:101,+,0.112
1658,33:110,24:101,+,0.101
1659,33:110,24:101,+,0.109
1660,33:110,24:101,+,0.141
1661,33:110,24:101,+,0.098
1662,33:110,24:101,+,0.14
1663,33:110,24:101,+,0.159
1664,33:110,24:101,+,0.144
1665,33:110,24:101,+,0.121
1666,33:110,24:101,+,0.142
1667,33:110,24:101,+,0.129
1668,33:110,24:101,+,0.144
1669,33:110,24:101,+,0.13
1670,33:110,24:101,+,0.115
1671,33:110,24:101,+,0.104
1672,33:110,24:101,+,0.119
1673,33:110,24:101,+,0.124
1674,33:110,24:101,+,0.076
1675,33:110,24:101,+,0.115
1676,33:110,24:101,+,0.106
1677,33:110,24:101,+,0.133
1678,33:110,24:101,+,0.107
1679,33:110,24:101,+,0.123
1680,33:110,24:101,+,0.119
1681,33:110,24:101,+,0.134
1682,33:110,24:101,+,0.141
1683,33:110,24:101,+,0.14
1684,33:110,24:101,+,0.134
1685,33:110,24:101,+,0.149
1686,33:110,24:101,+,0.099
1687,33:110,24:101,+,0.131
1688,33:110,24:101,+,0.139
1689,33:110,24:101,+,0.178
1690,33:110,24:101,+,0.098
1691,33:110,24:101,+,0.118
1692,33:110,24:101,+,0.136
1693,33:110,24:101,+,0.135
1694,33:110,24:101,+,0.135
1695,33:110,24:101,+,0.126
1696,33:110,24:101,+,0.135
1697,33:110,24:101,+,0.115
1698,33:110,24:101,+,0.116
1699,33:110,24:101,+,0.136
1700,33:110,24:101,+,0.139
1701,33:110,24:101,+,0.177
1702,33:110,24:101,+,0.114
1703,33:110,24:101,+,0.174
1704,33:110,24:101,+,0.145
1705,33:110,24:101,+,0.13
1706,33:110,24:101,+,0.142
1707,33:110,24:101,+,0.116
1708,33:110,24:101,+,0.12
1709,33:110,24:101,+,0.129
1710,33:110,24:101,+,0.141
1711,33:110,24:101,+,0.125
1712,33:110,24:101,+,0.158
1713,33:110,24:101,+,0.103
1714,33:110,24:101,+,0.13
1715,1:8,24:101,+,0.126
1716,1:8,24:101,+,0.129
1717,1:8,24:101,+,0.132
1718,1:8,24:101,+,0.118
1719,1:8,24:101,+,0.089
1720,1:8,24:101,+,0.101
1721,1:8,24:101,+,0.141
1722,1:8,24:101,+,0.099
1723,1:8,24:101,+,0.137
1724,1:8,24:101,+,0.131
1725,1:8,24:101,+,0.064
1726,1:8,24:101,+,0.144
1727,1:8,24:101,+,0.121
1728,1:8,24:101,+,0.122
1729,1:8,20:97,+,0.132
1730,1:8,1:8,,0.135
1731,1:8,24:101,+,0.14
1732,1:8,24:101,+,0.117
1733,1:8,24:101,+,0.129
1734,1:8,24:101,+,0.155
1735,1:8,24:101,+,0.139
1736,1:8,24:101,+,0.1
1737,1:8,24:101,+,0.103
1738,1:8,24:101,+,0.142
1739,1:8,24:101,+,0.117
1740,1:8,24:101,+,0.139
1741,1:8,24:101,+,0.128
1742,1:8,24:101,+,0.143
1743,1:8,24:101,+,0.107
1744,1:8,24:101,+,0.129
1745,1:8,24:101,+,0.116
1746,1:8,24:101,+,0.132
1747,1:8,24:101,+,0.116
1748,1:8,24:101,+,0.149
1749,1:8,24:101,+,0.136
1750,1:8,24:101,+,0.098
1751,1:8,24:101,+,0.12
1752,1:8,24:101,+,0.145
1753,1:8,20:97,+,0.074
1754,1:8,20:97,+,0.106
1755,1:8,24:101,+,0.134
1756,1:8,24:101,+,0.124
1757,1:8,24:101,+,0.079
1758,1:8,24:101,+,0.095
1759,1:8,24:101,+,0.107
1760,1:8,24:101,+,0.101
1761,1:8,24:101,+,0.142
1762,1:8,24:101,+,0.14
1763,1:8,24:101,+,0.132
1764,1:8,24:101,+,0.143
1765,1:8,24:101,+,0.12
1766,1:8,24:101,+,0.156
1767,1:8,24:101,+,0.136
1768,1:8,24:101,+,0.094
1769,1:8,24:101,+,0.109
1770,1:8,24:101,+,0.105
1771,1:8,24:101,+,0.12
1772,1:8,24:101,+,0.122
1773,1:8,24:101,+,0.118
1774,1:8,24:101,+,0.115
1775,1:8,24:101,+,0.118
1776,39:116,24:101,+,0.121
1777,39:116,24:101,+,0.135
1778,39:116,24:101,+,0.118
1779,39:116,24:101,+,0.121
1780,39:116,24:101,+,0.102
1781,39:116,24:101,+,0.163
1782,39:116,24:101,+,0.152
1783,39:116,24:101,+,0.126
1784,39:116,24:101,+,0.129
1785,39:116,24:101,+,0.102
1786,39:116,24:101,+,0.144
1787,39:116,24:101,+,0.14
1788,39:116,24:101,+,0.158
1789,39:116,24:101,+,0.088
1790,39:116,24:101,+,0.134
1791,39:116,24:101,+,0.137
1792,39:116,24:101,+,0.073
1793,39:116,24:101,+,0.149
1794,39:116,24:101,+,0.127
1795,39:116,24:101,+,0.139
1796,39:116,24:101,+,0.135
1797,39:116,24:101,+,0.141
1798,39:116,24:101,+,0.114
1799,39:116,24:101,+,0.115
1800,39:116,24:101,+,0.094
1801,39:116,24:101,+,0.184
1802,39:116,24:101,+,0.139
1803,39:116,24:101,+,0.122
1804,39:116,24:101,+,0.102
1805,39:116,24:101,+,0.095
1806,39:116,24:101,+,0.137
1807,39:116,24:101,+,0.125
1808,39:116,24:101,+,0.126
1809,39:116,24:101,+,0.14
1810,39:116,24:101,+,0.135
1811,39:116,24:101,+,0.136
1812,39:116,24:101,+,0.117
1813,39:116,24:101,+,0.153
1814,39:116,24:101,+,0.14
1815,39:116,24:101,+,0.162
1816,39:116,24:101,+,0.124
1817,39:116,24:101,+,0.099
1818,39:116,24:101,+,0.131
1819,39:116,24:101,+,0.13
1820,39:116,24:101,+,0.135
1821,39:116,24:101,+,0.144
1822,39:116,24:101,+,0.142
1823,39:116,24:101,+,0.123
1824,39:116,24:101,+,0.131
1825,39:116,24:101,+,0.142
1826,39:116,20:97,+,0.103
1827,39:116,24:101,+,0.106
1828,39:116,24:101,+,0.121
1829,39:116,24:101,+,0.114
1830,39:116,24:101,+,0.13
1831,39:116,24:101,+,0.141
1832,39:116,24:101,+,0.11
1833,39:116,24:101,+,0.12
1834,39:116,24:101,+,0.147
1835,39:116,24:101,+,0.128
1836,39:116,24:101,+,0.171
1837,39:116,24:101,+,0.105
1838,39:116,24:101,+,0.123
1839,39:116,24:101,+,0.138
1840,39:116,24:101,+,0.132
1841,39:116,24:101,+,0.117
1842,39:116,20:97,+,0.082
1843,39:116,24:101,+,0.123
1844,39:116,24:101,+,0.119
1845,39:116,24:101,+,0.124
1846,39:116,24:101,+,0.146
1847,39:116,24:101,+,0.132
1848,39:116,24:101,+,0.131
1849,39:116,24:101,+,0.135
1850,39:116,24:101,+,0.132
1851,39:116,24:101,+,0.141
1852,39:116,24:101,+,0.137
1853,39:116,24:101,+,0.154
1854,39:116,24:101,+,0.137
1855,39:116,24:101,+,0.107
1856,39:116,24:101,+,0.085
1857,39:116,24:101,+,0.138
1858,39:116,24:101,+,0.138
1859,39:116,24:101,+,0.12
1860,39:116,24:101,+,0.136
1861,39:116,24:101,+,0.09
1862,39:116,24:101,+,0.145
1863,39:116,24:101,+,0.144
1864,39:116,24:101,+,0.145
1865,39:116,24:101,+,0.115
1866,39:116,24:101,+,0.15
1867,39:116,24:101,+,0.086
1868,39:116,24:101,+,0.135
1869,39:116,24:101,+,0.115
1870,39:116,24:101,+,0.12
1871,39:116,24:101,+,0.117
1872,39:116,24:101,+,0.113
1873,39:116,24:101,+,0.12
1874,39:116,24:101,+,0.128
1875,39:116,24:101,+,0.104
1876,3:39,24:101,+,0.065
1877,3:39,24:101,+,0.078
1878,3:39,24:101,+,0.08
1879,3:39,24:101,+,0.074
1880,3:39,19:96,+,0.06
1881,3:39,24:101,+,0.052
1882,3:39,24:101,+,0.085
1883,3:39,24:101,+,0.074
1884,3:39,24:101,+,0.096
1885,3:39,24:101,+,0.079
1886,3:39,24:101,+,0.102
1887,3:39,24:101,+,0.058
1888,15:55,24:101,+,0.093
1889,15:55,24:101,+,0.078
1890,15:55,24:101,+,0.1
1891,15:55,24:101,+,0.126
1892,15:55,24:101,+,0.091
1893,15:55,24:101,+,0.139
1894,15:55,24:101,+,0.138
1895,15:55,24:101,+,0.111
1896,15:55,24:101,+,0.082
1897,15:55,24:101,+,0.086
1898,15:55,24:101,+,0.125
1899,15:55,24:101,+,0.126
1900,15:55,24:101,+,0.078
1901,15:55,24:101,+,0.128
1902,15:55,24:101,+,0.125
1903,15:55,24:101,+,0.079
1904,15:55,24:101,+,0.118
1905,36:113,24:101,+,0.145
1906,36:113,24:101,+,0.142
1907,36:113,24:101,+,0.106
1908,36:113,20:97,+,0.117
1909,36:113,24:101,+,0.123
1910,36:113,24:101,+,0.11
1911,36:113,24:101,+,0.093
1912,36:113,24:101,+,0.104
1913,36:113,24:101,+,0.106
1914,36:113,24:101,+,0.108
1915,36:113,24:101,+,0.099
1916,36:113,24:101,+,0.103
1917,36:113,24:101,+,0.121
1918,36:113,24:101,+,0.106
1919,36:113,24:101,+,0.128
1920,36:113,24:101,+,0.094
1921,36:113,24:101,+,0.144
1922,36:113,24:101,+,0.107
1923,36:113,24:101,+,0.123
1924,36:113,24:101,+,0.112
1925,36:113,20:97,+,0.068
1926,36:113,24:101,+,0.119
1927,36:113,24:101,+,0.14
1928,36:113,24:101,+,0.131
1929,36:113,17:57,+,0.061
1930,18:60,24:101,+,0.121
1931,18:60,24:101,+,0.12
1932,18:60,24:101,+,0.089
1933,18:60,24:101,+,0.102
1934,18:60,24:101,+,0.081
1935,18:60,24:101,+,0.127
1936,18:60,24:101,+,0.087
1937,18:60,24:101,+,0.114
1938,18:60,24:101,+,0.066
1939,18:60,24:101,+,0.086
1940,18:60,24:101,+,0.089
1941,4:43,24:101,+,0.081
1942,4:43,24:101,+,0.085
1943,4:43,24:101,+,0.092
1944,4:43,24:101,+,0.077
1945,4:43,24:101,+,0.097
1946,4:43,19:96,+,0.062
1947,4:43,24:101,+,0.084
1948,4:43,24:101,+,0.073
1949,4:43,47:180,+,0.059
1950,4:43,24:101,+,0.088
1951,4:43,24:101,+,0.092
1952,12:52,10:50,+,0.066
1953,12:52,24:101,+,0.114
1954,12:52,24:101,+,0.112
1955,12:52,24:101,+,0.099
1956,12:52,24:101,+,0.119
1957,12:52,24:101,+,0.089
1958,12:52,24:101,+,0.085
1959,12:52,24:101,+,0.134
1960,12:52,24:101,+,0.127
1961,12:52,24:101,+,0.086
1962,12:52,24:101,+,0.09
1963,12:52,24:101,+,0.102
1964,12:52,24:101,+,0.111
1965,12:52,24:101,+,0.082
1966,12:52,24:101,+,0.087
1967,12:52,8:48,+,0.12
1968,12:52,24:101,+,0.069
1969,12:52,24:101,+,0.077
1970,22:99,24:101,+,0.168
1971,22:99,24:101,+,0.135
1972,22:99,24:101,+,0.139
1973,22:99,24:101,+,0.127
1974,22:99,24:101,+,0.125
1975,22:99,24:101,+,0.121
1976,22:99,24:101,+,0.128
1977,22:99,24:101,+,0.121
1978,22:99,24:101,+,0.106
1979,22:99,24:101,+,0.158
1980,22:99,24:101,+,0.119
1981,22:99,24:101,+,0.096
1982,22:99,24:101,+,0.134
1983,22:99,24:101,+,0.152
1984,22:99,24:101,+,0.169
1985,22:99,42:119,+,0.191
1986,22:99,24:101,+,0.141
1987,22:99,24:101,+,0.118
1988,22:99,24:101,+,0.158
1989,22:99,24:101,+,0.114
1990,22:99,24:101,+,0.088
1991,22:99,24:101,+,0.136
1992,22:99,24:101,+,0.097
1993,22:99,24:101,+,0.127
1994,22:99,24:101,+,0.135
1995,22:99,24:101,+,0.13
1996,22:99,24:101,+,0.14
1997,22:99,24:101,+,0.164
1998,22:99,24:101,+,0.132
1999,22:99,24:101,+,0.139
2000,22:99,24:101,+,0.134
2001,22:99,24:101,+,0.091
2002,22:99,24:101,+,0.115
2003,22:99,24:101,+,0.146
2004,22:99,24:101,+,0.145
2005,22:99,24:101,+,0.096
2006,22:99,24:101,+,0.129
2007,22:99,24:101,+,0.111
2008,22:99,24:101,+,0.123
2009,22:99,24:101,+,0.112
2010,22:99,24:101,+,0.143
2011,22:99,24:101,+,0.118
2012,22:99,24:101,+,0.158
2013,22:99,24:101,+,0.097
2014,22:99,24:101,+,0.143
2015,22:99,24:101,+,0.101
2016,22:99,24:101,+,0.113
2017,22:99,24:101,+,0.108
2018,22:99,24:101,+,0.099
2019,22:99,24:101,+,0.13
2020,22:99,24:101,+,0.104
2021,22:99,24:101,+,0.14
2022,22:99,24:101,+,0.133
2023,22:99,24:101,+,0.148
2024,22:99,24:101,+,0.152
2025,22:99,24:101,+,0.13
2026,22:99,24:101,+,0.136
2027,22:99,20:97,+,0.084
2028,22:99,24:101,+,0.152
2029,22:99,24:101,+,0.132
2030,22:99,24:101,+,0.157
2031,22:99,24:101,+,0.123
2032,22:99,24:101,+,0.127
2033,22:99,24:101,+,0.082
2034,22:99,24:101,+,0.123
2035,22:99,24:101,+,0.124
2036,22:99,24:101,+,0.088
2037,22:99,24:101,+,0.137
2038,22:99,24:101,+,0.105
2039,22:99,24:101,+,0.108
2040,22:99,24:101,+,0.131
2041,5:44,24:101,+,0.103
2042,5:44,24:101,+,0.065
2043,5:44,24:101,+,0.081
2044,5:44,24:101,+,0.089
2045,5:44,24:101,+,0.069
2046,5:44,24:101,+,0.106
2047,5:44,24:101,+,0.112
2048,5:44,24:101,+,0.128
2049,5:44,24:101,+,0.096
2050,5:44,24:101,+,0.133
2051,5:44,24:101,+,0.105
2052,5:44,24:101,+,0.13
2053,5:44,24:101,+,0.118
2054,5:44,24:101,+,0.111
2055,5:44,24:101,+,0.183
2056,5:44,24:101,+,0.142
2057,5:44,24:101,+,0.133
2058,5:44,24:101,+,0.134
2059,5:44,24:101,+,0.143
2060,5:44,24:101,+,0.115
2061,5:44,24:101,+,0.052
2062,5:44,24:101,+,0.133
2063,5:44,24:101,+,0.063
2064,5:44,24:101,+,0.128
2065,5:44,24:101,+,0.141
2066,5:44,24:101,+,0.073
2067,5:44,49:231,+,0.061
2068,5:44,24:101,+,0.126
2069,5:44,24:101,+,0.08
2070,5:44,24:101,+,0.161
2071,5:44,24:101,+,0.085
2072,5:44,17:57,+,0.062
2073,5:44,24:101,+,0.076
2074,5:44,24:101,+,0.063
2075,5:44,24:101,+,0.129
2076,5:44,24:101,+,0.108
2077,5:44,24:101,+,0.143
2078,5:44,24:101,+,0.098
2079,5:44,24:101,+,0.131
2080,5:44,24:101,+,0.095
2081,5:44,24:101,+,0.124
2082,5:44,24:101,+,0.134
2083,5:44,24:101,+,0.138
2084,5:44,24:101,+,0.078
2085,5:44,24:101,+,0.145
2086,5:44,24:101,+,0.124
2087,9:49,24:101,+,0.109
2088,9:49,24:101,+,0.118
2089,9:49,47:180,+,0.054
2090,9:49,15:55,+,0.141
2091,9:49,24:101,+,0.097
2092,9:49,24:101,+,0.132
2093,9:49,24:101,+,0.056
2094,9:49,24:101,+,0.068
2095,9:49,24:101,+,0.086
2096,9:49,24:101,+,0.133
2097,9:49,24:101,+,0.092
2098,9:49,24:101,+,0.136
2099,9:49,24:101,+,0.079
2100,9:49,24:101,+,0.111
2101,9:49,24:101,+,0.127
2102,9:49,24:101,+,0.101
2103,9:49,24:101,+,0.135
2104,9:49,24:101,+,0.076
2105,9:49,11:51,+,0.125
2106,9:49,24:101,+,0.111
2107,9:49,24:101,+,0.131
2108,7:46,24:101,+,0.118
2109,7:46,24:101,+,0.099
2110,7:46,24:101,+,0.143
2111,7:46,24:101,+,0.12
2112,7:46,24:101,+,0.077
2113,7:46,24:101,+,0.105
2114,7:46,24:101,+,0.152
2115,7:46,24:101,+,0.116
2116,7:46,24:101,+,0.147
2117,7:46,24:101,+,0.13
2118,7:46,24:101,+,0.136
2119,7:46,24:101,+,0.146
2120,7:46,24:101,+,0.112
2121,7:46,24:101,+,0.14
2122,7:46,24:101,+,0.053
2123,7:46,24:101,+,0.09
2124,7:46,24:101,+,0.134
2125,7:46,24:101,+,0.15
2126,7:46,24:101,+,0.138
2127,7:46,24:101,+,0.139
2128,7:46,24:101,+,0.062
2129,7:46,24:101,+,0.09
2130,7:46,24:101,+,0.1
2131,7:46,49:231,+,0.106
2132,7:46,24:101,+,0.099
2133,7:46,49:231,+,0.064
2134,7:46,24:101,+,0.117
2135,7:46,24:101,+,0.132
2136,7:46,24:101,+,0.059
2137,7:46,24:101,+,0.062
2138,7:46,24:101,+,0.131
2139,7:46,24:101,+,0.145
2140,7:46,24:101,+,0.115
2141,16:56,24:101,+,0.075
2142,16:56,24:101,+,0.098
2143,16:56,24:101,+,0.129
2144,16:56,24:101,+,0.067
2145,16:56,24:101,+,0.087
2146,16:56,24:101,+,0.085
2147,16:56,24:101,+,0.108
2148,16:56,24:101,+,0.104
2149,16:56,24:101,+,0.089
2150,16:56,24:101,+,0.111
2151,16:56,24:101,+,0.087
2152,16:56,24:101,+,0.083
2153,16:56,24:101,+,0.062
2154,16:56,24:101,+,0.126
2155,16:56,24:101,+,0.088
2156,16:56,24:101,+,0.089
2157,16:56,24:101,+,0.075
2158,16:56,24:101,+,0.106
2159,25:102,24:101,+,0.124
2160,25:102,24:101,+,0.126
2161,25:102,24:101,+,0.132
2162,25:102,24:101,+,0.079
2163,25:102,24:101,+,0.144
2164,25:102,24:101,+,0.127
2165,25:102,24:101,+,0.125
2166,25:102,24:101,+,0.101
2167,25:102,24:101,+,0.141
2168,25:102,24:101,+,0.101
2169,25:102,24:101,+,0.147
2170,25:102,24:101,+,0.141
2171,25:102,24:101,+,0.104
2172,25:102,24:101,+,0.146
2173,25:102,24:101,+,0.142
2174,25:102,24:101,+,0.148
2175,25:102,24:101,+,0.089
2176,25:102,24:101,+,0.153
2177,25:102,24:101,+,0.084
2178,25:102,20:97,+,0.084
2179,26:103,24:101,+,0.11
2180,26:103,24:101,+,0.11
2181,26:103,24:101,+,0.117
2182,26:103,24:101,+,0.101
2183,26:103,24:101,+,0.119
2184,26:103,24:101,+,0.13
2185,26:103,24:101,+,0.084
2186,26:103,24:101,+,0.11
2187,26:103,24:101,+,0.136
2188,26:103,24:101,+,0.129
2189,26:103,24:101,+,0.133
2190,26:103,24:101,+,0.078
2191,26:103,24:101,+,0.126
2192,26:103,24:101,+,0.116
2193,26:103,24:101,+,0.124
2194,26:103,24:101,+,0.149
2195,26:103,24:101,+,0.098
2196,26:103,24:101,+,0.114
2197,26:103,24:101,+,0.135
2198,26:103,24:101,+,0.12
2199,26:103,24:101,+,0.113
2200,26:103,24:101,+,0.096
2201,26:103,18:60,+,0.081
2202,26:103,24:101,+,0.137
2203,26:103,24:101,+,0.134
2204,26:103,24:101,+,0.145
2205,26:103,24:101,+,0.137
2206,26:103,24:101,+,0.121
2207,26:103,24:101,+,0.125
2208,26:103,24:101,+,0.154
2209,26:103,24:101,+,0.147
2210,26:103,24:101,+,0.089
2211,26:103,24:101,+,0.078
2212,46:161,24:101,+,0.063
2213,46:161,24:101,+,0.101
2214,46:161,24:101,+,0.069
2215,46:161,24:101,+,0.099
2216,46:161,24:101,+,0.076
2217,46:161,24:101,+,0.103
2218,46:161,24:101,+,0.131
2219,46:161,24:101,+,0.117
2220,46:161,24:101,+,0.085
2221,46:161,24:101,+,0.132
2222,46:161,24:101,+,0.073
2223,46:161,24:101,+,0.092
2224,46:161,24:101,+,0.106
2225,46:161,24:101,+,0.109
2226,46:161,24:101,+,0.08
2227,46:161,24:101,+,0.081
2228,13:53,24:101,+,0.108
2229,13:53,11:51,+,0.087
2230,13:53,24:101,+,0.118
2231,13:53,10:50,+,0.066
2232,13:53,24:101,+,0.099
2233,13:53,17:57,+,0.124
2234,13:53,24:101,+,0.113
2235,13:53,15:55,+,0.096
2236,13:53,24:101,+,0.128
2237,13:53,24:101,+,0.111
2238,13:53,24:101,+,0.138
2239,13:53,24:101,+,0.085
2240,13:53,24:101,+,0.104
2241,13:53,17:57,+,0.116
2242,13:53,24:101,+,0.068
2243,13:53,24:101,+,0.124
2244,13:53,11:51,+,0.083
2245,13:53,24:101,+,0.065
2246,41:118,24:101,+,0.103
2247,41:118,24:101,+,0.128
2248,41:118,24:101,+,0.139
2249,41:118,24:101,+,0.123
2250,41:118,24:101,+,0.135
2251,41:118,24:101,+,0.102
2252,41:118,24:101,+,0.135
2253,41:118,24:101,+,0.129
2254,41:118,24:101,+,0.111
2255,41:118,24:101,+,0.111
2256,41:118,24:101,+,0.123
2257,41:118,24:101,+,0.142
2258,41:118,24:101,+,0.119
2259,41:118,24:101,+,0.132
2260,41:118,24:101,+,0.087
2261,41:118,24:101,+,0.147
2262,41:118,24:101,+,0.11
2263,41:118,24:101,+,0.146
2264,41:118,24:101,+,0.137
2265,41:118,24:101,+,0.128
2266,41:118,24:101,+,0.151
2267,41:118,24:101,+,0.079
2268,41:118,24:101,+,0.077
2269,41:118,24:101,+,0.149
2270,41:118,24:101,+,0.129
2271,41:118,24:101,+,0.123
2272,41:118,24:101,+,0.137
2273,41:118,24:101,+,0.131
2274,41:118,24:101,+,0.145
2275,45:122,24:101,+,0.123
2276,45:122,24:101,+,0.122
2277,45:122,24:101,+,0.087
2278,45:122,24:101,+,0.094
2279,45:122,24:101,+,0.142
2280,45:122,24:101,+,0.144
2281,45:122,24:101,+,0.128
2282,45:122,20:97,+,0.072
2283,45:122,24:101,+,0.099
2284,45:122,24:101,+,0.1
2285,45:122,24:101,+,0.107
2286,45:122,24:101,+,0.148
2287,45:122,24:101,+,0.104
2288,45:122,24:101,+,0.126
2289,45:122,24:101,+,0.125
2290,50:241,24:101,+,0.116
2291,50:241,24:101,+,0.12
2292,50:241,24:101,+,0.108
2293,50:241,24:101,+,0.108
2294,50:241,24:101,+,0.071
2295,50:241,24:101,+,0.135
2296,50:241,24:101,+,0.126
2297,50:241,24:101,+,0.115
2298,50:241,24:101,+,0.129
2299,50:241,24:101,+,0.077
2300,50:241,18:60,+,0.119
